tileid,parenttile_id,resourceinstance_id,social activity description,social activity name,social activities reference types,social activities references,sortorder,provisionaledits,nodegroup_id
1ff80251-c5e5-434c-856e-fc3a864dc3c4,58a8a660-888e-49ce-8bd4-608be37489cf,790c0a2a-5e10-11ea-8083-0242ac130006,"<p>During the month of&nbsp;Gũlā, the&nbsp;<em>Nāmasaṃgīti </em>text is recited in the&nbsp;Nāmasaṃgīti Phalcā&nbsp;(LAL0010-041). It is also recited on the full moon day, the first day of a solar month, the eighth day of a lunar half and other auspicious days.&nbsp;</p>
","Recitation ofNāmasaṃgīti text
",,"<p>Member of Taṅgaḥ Bāhāḥ Saṃgha, Śākya, Male, age 55</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
ef4f6f52-3807-47f0-8f4b-fc34a0226bd8,f36c34e0-21a8-492d-bc96-f2ae5428b4bc,790c0a2a-5e10-11ea-8083-0242ac130006,"<p>Mataḥyā festival is celebrated in Patan on the next day of Gāījātrā. During the Mataḥyā festival, people go to the <em>caityas</em> of Patan to commemorate their late&nbsp;family members. People circumambulate this Caitya on this&nbsp;day.</p>
","Matayāḥ Festival
",,"<p>Member of Taṅgaḥ Bāhāḥ Saṃgha, Śākya, Male, age 55</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
9c2a300d-0228-429d-a5eb-91ef2181d3f4,bf5b0bf9-ba12-4874-96ba-238bac2b9d95,790c0a2a-5e10-11ea-8083-0242ac130006,"<p>Relatives of a dead person&nbsp;come to the Stūpa&nbsp;and light 108 butter-lamps.</p>
","Offering 108 butter lamps
",,"<p>Member of Taṅgaḥ Bāhāḥ Saṃgha, Śākya, Male, age 55</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
666138dc-f6bf-4535-afa3-d0850b24ed20,ec34a291-b124-4434-a888-5dec0d9c6472,790c0a2a-5e10-11ea-8083-0242ac130006,"<p>On the full moon day of Asoja, the <em>saṅgha</em> of the Taṅgaḥ Bāhāḥ offers a wooden ritual umbrella and places this on&nbsp;top of the Stūpa. There are 10 <em>āḥjus</em> in the <em>saṅgha</em>. The eldest <em>āḥju </em>is the one to<em>&nbsp;</em>offer&nbsp;the umbrella. &nbsp;</p>
","Placing parasol
",,"<p>Member of&nbsp;Taṅgaḥ Bāhāḥ Saṃgha,&nbsp;Śākya, Male, age 55</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
d32e8de5-743d-469d-9804-dc4fa649e14c,3e7685f1-71c2-4a09-a0db-210b250d28c1,794a1040-e665-11e9-8bc4-0242ac130002,"<p>Nitya pūjā (daily ritual&nbsp;worship): The <em>dyaḥpālā</em>&nbsp;of the nearby Bhājudhana Bāhāḥ&nbsp;performs the daily ritual worship in the <em>vihāra</em>. There are no other <em>pūjās</em> or <em>guṭhīs</em>&nbsp;associated with the <em>bāhāḥ</em>.&nbsp;</p>
",Daily worship,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
413b5f47-3c6a-4a74-9633-a841932c77e7,e229f3e9-2053-4029-9ee9-33499f27c023,7a98de01-7e10-4dff-a67f-30e3687f11a7,"<p>Two groups of musicians sing hymns and perform music regularily&nbsp;on the <em>sataḥ</em>&#39;s ground floor. The group&nbsp;named Śrī Navadurgā Bhajana Maṇḍala performs&nbsp;<em>bhajana</em> every morning, while&nbsp;the other group named Rāmāyaṇa Bhajana Maṇḍala&nbsp;performs&nbsp;<em>bhajana</em>&nbsp;on every Wednesday morning.</p>
",Recitation of Hymns (Bhajana Gāyana),,"<p>Caretaker of the temple from a Dangol caste, female, age 62</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
e13c9600-fddd-4c58-86c2-b3c017d29da6,8ee1b890-5be9-4b2f-8066-50de75c8ef14,7a98de01-7e10-4dff-a67f-30e3687f11a7,"<p>Annual of Rāmāyaṇa Bhajana Maṇḍala is celebrated on the last Wednesday of the month of Asār every year. The annual&nbsp;of Śrī Navadurgā Bhajana Maṇḍala is celebrated on the fifteenth&nbsp;of Asār every year.</p>
",Annual of the Bhajana Maṇḍalas,,"<p>Caretaker of the temple from a Dangol caste, female, age 62</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
cc9163d0-d187-401d-812f-ff8bc3af388a,7d113193-cdeb-43dd-bcdc-ee4c0bc65d9d,7ebfcc36-6e7b-4afe-b4ca-a6b4ec2729da,"<p>No priest is appointed to this temple. Viṣṇudevī Rājabhaṇḍārī (see the description) performs&nbsp;the daily worship.</p>
",Daily Worship (Nityapūjā),,"<p>Patron of the old age home from Rājabhaṇḍārī caste, female, age 75</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
6a88e195-513c-4043-9a1b-5fa18aec89de,ff727e7f-0e46-4509-90b4-d17357da38cc,7ee44ac8-f17a-11e9-8649-0242ac130002,"<p>On the 7th day of the bright fortnight&nbsp;of Māgha <em>mahāsnāna </em>(holy&nbsp;bathing) of <em>kvāḥpāḥdyaḥ </em>is performed. This is also&nbsp;the day that Cakreśvara Āḥju is worshipped&nbsp;in the <em>āgama</em>.&nbsp;</p>
","Mahāsnāna of Kvāḥpāḥdyaḥ
",,"<p>Vajrācārya priest of the Bāhāḥ</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
cb9c5965-dcfa-4615-96de-681a7159fbfb,ed8aaa64-edbd-4a56-8599-447bf94ef92b,7ee44ac8-f17a-11e9-8649-0242ac130002,"<p>A legend tells of&nbsp;an event that happened during the reign of King&nbsp;Lakṣmisiṃha in ancient Viśālanagara&nbsp;(current Hāḍīgāũ).&nbsp;People began to accumulate wealth through immoral means. A&nbsp;few Brahmins&nbsp;vowed not to pursue any of these&nbsp;immoral paths and began to migrate away from the area. Among them were two brothers who took their belongings and headed off&nbsp;in search of a better place. They came to the place where Agnimaṭha (<a href=""https://nhdp-test.kjc.uni-heidelberg.de/report/1e2335a0-f62a-11e9-a3c8-0242ac130002"" target=""_blank""><strong>LAL0280</strong></a>) is situated today. They established an Agnimaṭha and started performing&nbsp;<em>yaj&ntilde;a</em>. The younger brother gave the responsibility for the&nbsp;<em>maṭha&nbsp;</em>to his elder brother. He took the&nbsp;<em>praj&ntilde;apārāmitā</em>&nbsp;book written in golden&nbsp;<em>ra&ntilde;janā&nbsp;</em>script into the&nbsp;<em>maṭḥa&nbsp;</em>and went to Bu Bāḥaḥ&nbsp;where&nbsp;he became a Buddhist monk.&nbsp;Later, the brothers wanted to create&nbsp;a symbol of their legacy and so they planted a banyan&nbsp;tree at their places of residence. The tree planted by the elder brother in Agnimaṭha is the Varuṇa tree, and the tree planted by the younger brother is located in the&nbsp;<em>digi&nbsp;</em>of the Bu Bāḥāh. According to this legend, the Brahmin brothers&nbsp;came from Hāḍigāũ, established the Agnimaṭha and&nbsp;Bu Bāḥāh.</p>
","Foundation of Bāhāḥ
",,"<p><strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/WB5JIJ5P"" target=""_blank"">A</a>.&nbsp;<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/WB5JIJ5P"">Vajrācārya</a><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/WB5JIJ5P"" target=""_blank"">&nbsp;</a></strong>&nbsp;1106, 13-16</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
81e5fa06-ae92-4148-a3ac-5833560020ae,fccf34a1-199f-44fc-b3f2-17e8c7ea052e,7ee44ac8-f17a-11e9-8649-0242ac130002,"<p>King Śaṅkaradeva summoned the <em>āc</em><em>āryas</em> of the <em>yaj&ntilde;aku</em><em>ṇḍa</em> following the orders of the gurus and priests of Pāṭan and Kāntipura ... After this, Jhula village became desolate and its people moved&nbsp;elsewhere. The Brahmin widow Yaśodharā took the following items in her arms: a small <em>caitya</em> as the abode of the Buddhas, a <em>Praj&ntilde;</em><em>āp</em><em>āramit</em><em>ā</em> book written with golden letters in the year 245 of the Vikrama Era, the esoteric deity, and her own baby son named Yaśodhara. She also renovated the monastic building that was earlier&nbsp;built and consecrated by Vidyādharavarman at Gāla Bāhāla in Pāṭan &hellip; The monastery was earlier called Vidyādharavarma-saṃskārita Mahāvihāra (&ldquo;The Monastery Consecrated by Vidyādharavarma&rdquo;). From that day on, it was known as Yaśodhara Mahāvihāra. Others called it Buyā Bāhāla.</p>
","A myth related to the foundation of the Bāhāḥ
",,"<p><strong><em><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/RLA2AXR2/q/Nepalik"" target=""_top"">Nepālikabhūpavamśāvalī</a>&nbsp;</em></strong>14.20-29</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
10b80f62-5644-4a9b-a4fa-86379d90c6b0,87e90856-8823-4112-aa51-4892ed304152,7ee44ac8-f17a-11e9-8649-0242ac130002,"<p>On the 14th day of the dark fortnight of Jyeṣṭha, the anniversary worship of Mahākāla is performed in the <em>digi</em>. It is believed that the deity protects from a fire in the houses if he is worshipped with liquour.&nbsp;</p>
","Anniversary worship of Mahākāla
",,"<p>Vajrācārya priest of the Bāhāḥ</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
e7a53813-8402-4577-b903-9aeccffe5d40,cd73f0c4-7098-4427-b3e8-93de9f06528c,7ee44ac8-f17a-11e9-8649-0242ac130002,"<p>On the 6th day of the Jyeṣṭha a secret worship of Vajrasattva is performed in the Phalcā located&nbsp;to the west of the esoteric shrine.&nbsp;</p>
","Vajrasattva Dattapūjā
",,"<p>Vajrācārya priest of the Bāhāḥ</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
cfe7afc2-bfaf-4541-a781-d2eafb0fb696,7d0110e0-81c9-4d72-8bed-0c5309a01545,7ee44ac8-f17a-11e9-8649-0242ac130002,"<p>The anniversary worship of the pillar erected in front of the Kvāpādyaḥ is performed&nbsp;on the full moon day of Māgha.&nbsp;</p>
","Anniversary worship of the Pillar
",,"<p>Vajrācārya priest of the Bāhāḥ</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
ddac68ee-e81e-4cfb-9293-fa471a75ac4e,c9162583-07b8-452d-aee2-f2744c6d63ab,7ee44ac8-f17a-11e9-8649-0242ac130002,"<p>The function of&nbsp;Ācārya Guṭhi is celebrated from the 8th to 11th&nbsp;day of the dark fortnight of Caitra.&nbsp;</p>
","Ācārya Guṭhi
",,"<p>Vajrācārya priest of the Bāhāḥ</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
648a9483-edae-4e02-9c51-d9e0acd7ff93,898ad7a9-5dcc-421d-9178-516a82ca9ef7,7f398f5a-a97b-4bb8-9261-b8a0cd448ae7,"<p>Every year on the last Saturday of the month of Maṅsīra,&nbsp;a <em>pañcabali&nbsp;</em>(sacrifice of buffalo, sheep, goat, duck, and fish) is offered to Vagalāmukhī. The sacrifice is managed from Vagalāmukhī Bhajana Maṇḍala (an organisation formed to sing devotional songs and hymns dedicated to the deity).</p>
",Offering Pañcabali,,"<p>One of the caretakers of the temple from a Jugī (Kapālī) caste, male, age 52</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
2aabf0c2-21d3-4a8a-9108-2bbb2ffd50b4,33fbe38c-390c-43c0-adaf-ffc11e510f9a,7f398f5a-a97b-4bb8-9261-b8a0cd448ae7,"<p>Bhīmasena (see object number LAL1070-003 above), established in&nbsp;the sanctum, is worshiped on the day of Bhīmasenapūjā held in Lalitpur on the eleventh&nbsp;day of the bright fortnight of Māgha.<sup data-footnote-id=""pf4hv""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<section class=""footnotes"">
<header>
<p><strong>Footnotes</strong></p>
</header>

<ol>
	<li data-footnote-id=""pf4hv"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Previously, the Bhīmasenapūjā used to be organised on the ninth day of the dark fortnight of Bhādra.</cite></li>
</ol>
</section>
",Worship of Bhīmasena,,"<p>One of the caretakers of the temple from a Jugī (Kapālī) caste, male, age 52</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
2ca7dc19-3aa2-4259-a7e9-88505af41fc6,a78f972b-d00f-47bd-b3a1-84e0c735d8d8,7f398f5a-a97b-4bb8-9261-b8a0cd448ae7,"<p>Previously, a Karmācārya caste member used to carry out the daily rituals in the temple. However, in the present-day, a Rajopādhyāya caste member who is a priest of Kumbheśvara Mandira, performs all the rituals in Vagalāmukhī&nbsp;and enjoys some parts of the deity&#39;s offerings. The Jugī (Kapālī) caste members maintain the temple.</p>
",Daily Worship (Nityapūjā) and Maintenance of the Temple,,"<p>One of the caretakers of the temple from a Jugī (Kapālī) caste, male, age 52</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
243543de-4663-4b24-b7c6-72082d3f65a2,d53878f3-53c7-4250-9308-2b29e93a658a,7f398f5a-a97b-4bb8-9261-b8a0cd448ae7,"<p>Every year on the first Saturday of the month of Phāguna (Phālaguna), the Vajrācāryas of Hiraṇyavarṇa Mahāvihāra perform a tantric worship in this temple.</p>
",Tantric Worship,,"<p>One of the caretakers of the temple from a Jugī (Kapālī) caste, male, age 52</p>

<p><strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/AKZ2GB8F"" target=""_blank"">Paudyāl V.</a></strong> 2060,128</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
dd2d39e9-3b36-4ef8-887e-067b33d4f3e6,d8485523-3726-445c-8040-39d8b278943e,809bbb06-e6af-11e9-b125-0242ac130002,"<p>According to the stone inscription inside the temple, a donor granted land to <em>guṭhi</em> for the worship of the god. But nowadays, there is no&nbsp;<em>guṭhī,</em> nor is the daily worship observed. <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/XT76UK98/q/Pruscha"" target=""_blank""><strong>Pruscha</strong></a> (1975, 168) mentions that a Brahmaṇa was chief priest, but this tradition has apparently&nbsp;also been discontinued.</p>",Land grant,"Local knowledge,Secondary literature","<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/XT76UK98/q/Pruscha"" target=""_blank""><strong>Pruscha </strong></a>1975, 168</p>",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
b8842904-8942-4907-bc77-e81bf6aa9a43,2179288f-a454-43c2-a989-e67097798a17,81196e13-6df7-43aa-8a21-8f6200b14b65,"<p>A special worship with&nbsp;<em>āratī</em>&nbsp;is performed in the evening of the first saturday of every month. During this event, a group of musicians play instruments and sing&nbsp;devotional songs (<em>bhajana</em>).</p>
",Performance of āratī,,"<p>One of the descendants of Siddhimāna Rājabhaṇḍārī, male, age 40</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
fbb563c4-4760-4a2f-84d6-d88f3663c5bc,0f00d905-71ca-4c66-ab0b-fca864b20a53,81196e13-6df7-43aa-8a21-8f6200b14b65,"<p>A special worship is performed on the Kṛṣṇajanmāṣṭamī, the eighth&nbsp;day of the dark fortnight of Bhādra.</p>
",Worship on the Birthday of Kṛṣṇa (Kṛṣṇajanmāṣṭamī),,"<p>Patron of the&nbsp;old age home from Rājabhaṇḍārī caste, female, age 75</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
865ac852-ce2f-4635-9027-5507460daf63,455525c8-dc95-4e10-b306-11fb1703a29b,81196e13-6df7-43aa-8a21-8f6200b14b65,"<p>On the day of Śivarātri, a big light (<em>mahādīpa</em>) is lit in&nbsp;the temple premises.</p>
",Śivarātrī Celebration,,"<p>Patron of the old age home from Rājabhaṇḍārī caste, female, age 75</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
f47f500f-00d7-4014-ab7d-219e1e3f6f16,ad4677ab-0faa-4691-8215-337802432fdf,81196e13-6df7-43aa-8a21-8f6200b14b65,"<p>The anniversary of the temple takes place every year on the thirteenth day of the bright fortnight of Vaiśākha. On this day, a fire sacrifice (<em>yajña</em><em>)</em><em>&nbsp;</em>is also performed by a Brahmin priest.</p>
",Annual Worship (Varṣabandhana),,"<p>Patron of the&nbsp;old age home from Rājabhaṇḍārī caste, female, age 75</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
d234c001-3efe-45d9-88d7-d28b6f45b386,853436b2-f2d5-44b8-9e44-9c19fe764f88,81196e13-6df7-43aa-8a21-8f6200b14b65,"<p>Previously, a Brahmin priest had been appointed to this temple to carry out&nbsp;the daily rituals. In the present-day, Viṣṇudevī, Siddhimāna&rsquo;s fifth generation daughter-in-law, performs the rituals.</p>
",Daily Worship,,"<p>Patron of the&nbsp;old age home from Rājabhaṇḍārī caste, female, age 75</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
934d4a73-6f7a-42d4-a91a-fa4a4f672491,2b892da3-c515-43fa-a12e-ca2257b8762b,81e0d744-ea9c-11e9-b125-0242ac130002,"<p>The Thapāḥ Kumāḥ Guṭhī<em>&nbsp;</em>traditionally&nbsp;displayed a Bhairava mask in the Phalcā on the day that the&nbsp;chariot of Buṅgadyaḥ passed&nbsp;by and on the occasion of Indrajātrā. This tradition has no longer been observed since the 2010s.&nbsp;</p>

<p>After the previous mask was stolen,&nbsp;a renowned sculpture artist called&nbsp;Kālu Kumāle&nbsp;made a new metal mask and gave it&nbsp;to the&nbsp;<em>guṭhī</em>. Since&nbsp;the tradition of exhibiting the mask had come to an end, this metal mask&nbsp;is now stored&nbsp;in Kālu Kumāle&#39;s home. Although the mask is no longer exhibited in the Phalcā, the&nbsp;rituals of worshipping Bhairava&nbsp;are now organised at Kumāle&#39;s home. His&nbsp;home was sold to him by the&nbsp;<em>guṭhī&nbsp;</em>and was formerly their&nbsp;<em>sataḥ.</em></p>
","Worship of Bhairavamask
",Local knowledge,"<p>Local Knowledge</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
1f9180f3-7540-4c4c-a379-aa2ceccfe301,c8c059e5-fe99-41c2-a7fe-820a999916da,81f57520-f0b7-11e9-a3c8-0242ac130002,"<p><em>Bhajanas </em>are chanted and sketches (called <em>halimali pāsā bvaygu</em> in local language) are made using grains on the full moon day of Kārttika. This day is also known as Saki Manā Punhi.&nbsp;</p>
","Bhajana chanting on the full moon day called Sakimanā Punhī
",Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
f0c15733-2406-4b00-9146-acd86221f011,08ce837a-62a8-4a62-bfe6-7e996aeb0c7c,81f57520-f0b7-11e9-a3c8-0242ac130002,"<p>The local Jyāpu community chants Dāphā&nbsp;Bhajanas&nbsp;in the Phalcā during the months of Gũlā (Śrāvaṇa-Bhādra) and&nbsp;Kārttika and on the day of Pyakhaḥjātrā (full moon day of Caitra).&nbsp;</p>
","Dāphā bhajana
",Local knowledge,"<p>Member of the Bhajana group, Maharjan, male, age&nbsp;77</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
c66c9b98-4c6a-44c4-8f23-b52e2051a25e,ef0b1873-d0cb-4d49-b430-63ac8c898a11,81f57520-f0b7-11e9-a3c8-0242ac130002,"<p>On the 8th day of the bright fortnight of Śrāvaṇa, local residents from Sunaguthi offer religous gifts (Pañcadāna) to their Vajrācārya priests at the Phalcā.</p>
",Religious gifts to the priests  ,Local knowledge,"<p>Local resident, Maharjan, male, age&nbsp;69</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
72f6244d-4970-4306-8bc6-c2fc217aa734,ddf7aec6-d2a4-4316-9acf-25acd118060a,828826c8-56cd-11ea-8083-0242ac130006,,"Bhajanas: The Dāphā Bhajana Khalaḥ, a bhajana group with 72 members, takes care of the Phalcā. The group performs bhajana in the Tāhāḥ Phalcā (<a href=""https://nhdp-test.kjc.uni-heidelberg.de/report/e610f418-4d5e-11ea-8083-0242ac130006"" target=""_blank"">BUN4007</a>)located nearby the Karuṇāmaya Mandira (<a href=""https://nhdp-test.kjc.uni-heidelberg.de/resource/24afe176-f66a-11e9-a3c8-0242ac130002"">BUN0001</a>) of Bungamati every year in the months of Gũlā and Kārttika. The group comes to this Phalcā after eachperformance in the Tāhāḥ Phalcā andholdsa second performance here. On the last day of the chanting, a feast is held for all of thegroup members.
",,"<p>Member of Bhajana khalaḥ, Maharjan, male, age 39</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
fc127fb9-99e3-41ee-843d-105b50b89bef,b819b534-dc8a-40f6-9f3c-002d5f8ad8f0,828826c8-56cd-11ea-8083-0242ac130006,"<p>On the day of Ghoḍejātrā or Lakhaṃcaḥhre (14th day of the dark fortnight of Caitra), some members of the<em> bhajana</em> group go to the houses of their group members to collect unhusked rice. This&nbsp;procedure is called Bātā Thaygu. The expenses incurred by the&nbsp;chanting sessions and the feasts are covered by the rice collected on this day. A&nbsp;feast is organised in the afternoon after the&nbsp;<em>bhajana</em>s take place.</p>
","Collecting unhusked rice in Ghoḍejātrā 


",,"<p>Member of Bhajana Khalaḥ, Maharjan, male, age 69</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
d80e2b89-d103-46be-a5c7-f2b1181ef03c,d817edf9-0b99-4545-b827-68b46542c21a,834f87e7-78a7-4012-a388-cfe5bb6f51c7,"<p>The residents of Kathmandu come to worship Luit Ajimāṃ on the birthday of their family members in order to get rid of the evil effects caused by the inauspicious&nbsp;stars. This&nbsp;worship is called <em>kalaḥpūjā</em>.</p>
",Ritual Worship in Order to Get Rid of the Evil Effects Due to the Bad Constellations of the Stars (Kalaḥpūjā),,"<p>Local knowledge, a local resident, Daṅgola, male, age 66</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
